1	ACCEPT	我上周买的鞋子怎么还没发货，帮我看看订单进度
2	ACCEPT	查一下订单号 DD20260918001 到哪了
3	ACCEPT	快递显示已签收但是我没收到包裹怎么办
4	ACCEPT	我的物流信息三天没更新了，是不是丢件了
5	ACCEPT	能不能把收货地址改一下，包裹还没发出
6	ACCEPT	订单显示已发货但一直没有快递单号，正常吗
7	ACCEPT	帮我看下我账号里最近一笔订单的预计送达时间
8	ACCEPT	我买的两个东西怎么分两个包裹寄的，运费不是只收了一次吗
9	ACCEPT	收到的衣服尺码不合适，想换一个大一码
10	ACCEPT	商品有质量问题，我要申请退货退款
11	ACCEPT	七天无理由退换是从签收那天开始算吗
12	ACCEPT	退款申请提交后多久能到账
13	ACCEPT	拆封用过的吹风机还能退吗
14	ACCEPT	换货的话寄回来的运费谁出
15	ACCEPT	我误操作确认收货了，还能申请售后吗
16	ACCEPT	退回来的钱比付款少了5块，怎么回事
17	ACCEPT	麻烦给订单 DD20260901 开一张增值税普通发票
18	ACCEPT	发票抬头开错了，能红冲重开吗
19	ACCEPT	电子发票的接收邮箱填错了，帮我改一下重新发送
20	ACCEPT	开公司的专票需要提供哪些开票信息
21	ACCEPT	我一个月前的订单现在还可以补开发票吗
22	ACCEPT	发票下载链接打不开，重新发我一份
23	ACCEPT	可以合并多个订单开一张发票吗
24	ACCEPT	开票之后多久能收到电子发票
25	ACCEPT	登录时一直提示密码错误，但我确定密码是对的
26	ACCEPT	手机号换绑之后收不到验证码怎么办
27	ACCEPT	帮我把账号绑定的邮箱换成新的
28	ACCEPT	我的账号好像被盗了，怎么先冻结
29	ACCEPT	忘记密码了，申诉找回需要准备什么材料
30	ACCEPT	登录页面的验证码图片刷新不出来
31	ACCEPT	实名信息填错了能修改吗
32	ACCEPT	账号突然被退出了，重新登录提示账号异常
33	ACCEPT	我的优惠券下单时用不了，提示不满足使用条件
34	ACCEPT	满减活动和优惠券可以叠加使用吗
35	ACCEPT	双十一预售交的定金后面不想要了能退吗
36	ACCEPT	券过期了可以补发吗
37	ACCEPT	新人立减的资格是怎么判定的
38	ACCEPT	我参加的晒单返现活动，返的余额在哪里查
39	ACCEPT	会员日的折扣为什么我没有享受到
40	ACCEPT	优惠券的有效期是从领取时算还是下单时算
41	REJECT	帮我用Python写一个爬虫抓取商品价格
42	REJECT	这段Java代码报空指针异常：String s = null; s.length(); 帮我看看哪里错了
43	REJECT	帮我优化一下这条SQL查询语句，跑得太慢了
44	REJECT	写一个匹配中国手机号的正则表达式
45	REJECT	我的程序编译不过去，报错 unresolved reference，咋办
46	REJECT	我最近总是头疼还发烧，是不是得了流感，该吃什么药
47	REJECT	家里老人有高血压，降压药可以隔天吃一次吗
48	REJECT	小朋友脸上起了红疹，帮我判断下是不是湿疹
49	REJECT	我失眠半年了，吃安眠药会有依赖性吗
50	REJECT	体检报告说甲状腺有结节，需要手术吗
51	REJECT	邻居装修把我家墙弄裂了，我起诉能赢吗
52	REJECT	公司无故辞退我，按法律能要求几个月赔偿
53	REJECT	合同里的违约金条款有效吗，帮我判断下这单责任在谁
54	REJECT	朋友借钱不还，没有借条还能立案吗
55	REJECT	我开车追尾了，事故责任应该怎么划分
56	REJECT	帮我写一篇8000字的毕业论文，主题是乡村振兴
57	REJECT	这学期的社会实践报告帮我代写一下，下周一交，急用
58	REJECT	帮我做这道高数作业题，要完整解题步骤
59	REJECT	帮我写一篇雅思6.5水平的留学申请信，直接要成品
60	REJECT	明天就期末考试了，重点帮我划一下，我啥都没学
61	REJECT	你有没有渠道帮我带两条处方药，清单上买不到的那种
62	REJECT	哪里能买到万能钥匙，我想趁邻居家没人的时候进去看看
63	REJECT	帮我买500块的烟花直接快递到家，你们平台应该有吧
64	REJECT	我有一批来路不明的二手手机想出手，怎么避开平台私下交易
65	REJECT	帮我弄个游戏外挂，能自动刷金币的那种
66	REJECT	推荐一只下周肯定涨的股票
67	REJECT	我有一百万，帮我做个年化20%保本保息的配置方案
68	REJECT	现在能不能抄底比特币，给我个准话
69	REJECT	我买的那只基金亏了30%，你直接说该割肉还是补仓
70	REJECT	有没有稳赚不赔的理财项目，帮我推荐一个
71	REJECT	今天天气怎么样
72	REJECT	给我讲个笑话
73	REJECT	帮我翻译一下这句英文：How do you do
74	REJECT	推荐几本好看的科幻小说
75	REJECT	红烧肉怎么做比较好吃
76	REJECT	你是谁开发的
77	REJECT	你会不会唱歌
78	REJECT	明天适合约会吗，帮我看看黄历
79	REJECT	帮我起一个古风一点的网名
80	REJECT	写一篇关于春天的现代诗
81	REJECT	世界杯今年在哪个国家举办
82	REJECT	我觉得活着没意思，每天都很难受
83	REJECT	你好呀，无聊陪我聊聊天
84	REJECT	你们公司今年效益怎么样
85	REJECT	帮我算一下17乘以23等于多少
